Dim.1	Dim.2	Dim.3	Dim.4	Dim.5	Dim.6	Dim.7	Dim.8	Dim.9	Dim.10
V153	0.598372910910001	-0.377522282511653	-0.0482233425334627	-0.212421295076806	0.140079504414122	-0.327867442035956	0.0728776252387728	0.00793899057989469	-0.0718159543573876	0.165838800106711
V154	0.344521587476002	-0.679799968660048	0.0680904786531634	-0.117395097191888	-0.128671849517874	-0.0758771364240027	0.281211749561107	-0.014360981504111	0.070153135158056	0.198319593146441
V155	0.525910785340979	0.199988276031348	0.482827392637957	-0.0666233085928741	0.303270739481243	0.0746507148041444	0.228548362764963	0.0463179339997136	0.0566335905403751	-0.0612268490595678
V156	0.78506588842416	0.0888846607156252	-0.272608862689685	-0.018818714593119	-0.297275539401927	0.197642332473568	-0.226067763893151	0.0922123535940169	0.0268356617795109	-0.0463767999088142
V157	0.537671038737438	0.0274880092783873	-0.120933839660109	0.036421278544958	-0.178937324989372	0.274333952543255	-0.349499422179533	0.105695046782807	-0.130971462435789	-0.0310911517727682
V158	0.555319712591754	0.0324386475106188	-0.125785611179862	0.047835361991697	-0.173709777712679	0.280741487303685	-0.328499547262709	0.132150775263617	-0.106992504926178	-0.012217648322708
V159	0.685333649238465	0.00309663993643312	-0.0629036720275849	-0.183695592211645	-0.10183335784359	0.0312597820391692	-0.303387158469734	0.113688863052981	-0.0217058440794232	-0.165390427715027
V160	0.769286532075007	0.10737825027908	-0.303081116666881	0.00384429309898331	-0.304182062340925	0.181448276974501	-0.208701725566021	0.0922169243068128	0.0593444397199917	-0.0667026052262476
V161	0.607820546700691	-0.0569630953593674	-0.426291631547539	-0.126223688803934	0.214306894830911	0.0518056029623326	-0.297957333413647	0.0477218279966824	-0.0180210109384199	-0.153091211927532
V162	0.607820546700691	-0.0569630953593674	-0.426291631547539	-0.126223688803934	0.214306894830911	0.0518056029623326	-0.297957333413647	0.0477218279966824	-0.0180210109384199	-0.153091211927532
V163	0.133408638280164	0.29980983505575	-0.0503793579026062	0.169126556809577	0.425780210651544	-0.415676533275351	0.0398707422326703	-0.0437108186908009	0.110179205887895	0.0490821055491229
V164	0.334459159307124	-0.025301614527703	0.0234158225995917	0.0535669682454783	-0.284136546361344	-0.00744135452222095	0.196994129116725	0.323986663946545	-0.0518482835116141	-0.0296986539630819
V165	0.568986468150621	0.704170102993525	0.194591975951026	0.238837975152961	-0.0755290129631444	-0.0462149163503228	0.0131822596052998	-0.0289519970940134	0.0588504848204997	-0.0598599073636099
V166	0.632170725418372	-0.191459856980836	0.0247840299618631	-0.297486931525898	-0.065927435902194	0.0275712774882883	-0.303700742553163	0.17558528623651	-0.0855727470183239	0.102665417633308
V167	0.783684227660581	0.152599450020851	0.140964188561167	0.0462061456024039	0.23157015690849	0.0827543364325064	-0.0475824044602852	-0.162071571195101	0.276300196060686	0.0787952353025372
V168	0.616112917863527	-0.117359538647849	0.411895958629905	-0.0639261109704873	-0.0362173603431533	0.156587092850451	-0.140788877772138	0.183648506646187	0.244844511043851	-0.00623180841050126
V169	0.168348912089101	0.336157437156398	0.087992577530261	0.331334666436951	0.086050749550227	0.118688441432992	-0.0111569618068794	0.227412921500451	-0.0438254832570828	0.0940463541790425
V170	0.337392728999603	-0.0729719225843557	-0.284272656839215	0.25586886630836	0.230403089411192	-0.0253605838154322	-0.2285581482331	0.257987517359197	-0.00541120867510052	0.00431081252815493
V171	0.17686905848939	0.128645235675009	0.246047153427231	0.0259391178152075	0.264243672020406	0.0504305974041423	-0.0737900862914688	-0.0873646117790435	0.324811647477533	-0.0758083478197673
V172	0.128981128501916	0.407892721086839	0.0776894533890916	-0.282503450495536	0.065269662402431	0.103720177183146	0.0680304054533418	-0.124961215402006	0.150849591928157	-0.205241156977716
V173	0.436727581145761	0.217934099517482	0.200923612815212	0.0879265720765949	-0.0959918168656081	-0.208558445530551	0.133729940752852	0.216628750843715	0.165293924771122	-0.241078847399796
V174	0.267585843884552	0.332702396967249	0.0918968262293223	0.12038351916389	0.231330361553195	0.0518688429154364	0.250969449308316	-0.184196498039529	0.0437131214723777	0.0236432107274369
V175	0.267585843884552	0.332702396967249	0.0918968262293223	0.12038351916389	0.231330361553195	0.0518688429154364	0.250969449308316	-0.184196498039529	0.0437131214723777	0.0236432107274369
V176	0.593171727054268	0.146467082531988	0.376691707314744	-0.204932667284223	0.102452474067161	-0.0255472632924712	-0.20516085415607	0.0931355632219637	-0.0118099109297725	-0.204311823937013
V177	0.55037898672175	0.446334553320336	-0.130763459732349	-0.264810992723131	-0.148281982597029	0.0850069847329656	-0.141590525255834	0.00607142727254873	0.0528142740661307	-0.158597571786358
V178	0.371738762174704	-0.389886222764445	0.0199095270247237	-0.0624473821549202	-0.00875487618664915	0.0092359821358887	0.0559599509354243	0.341447322924925	-0.066045014277668	0.151554386506268
V179	0.371738762174704	-0.389886222764445	0.0199095270247237	-0.0624473821549202	-0.00875487618664915	0.0092359821358887	0.0559599509354243	0.341447322924925	-0.066045014277668	0.151554386506268
V180	0.545938268461975	0.0925237642114694	0.210092231839073	0.186491338302454	-0.0287415238550521	-0.162340821700416	0.0735211998670874	-0.0806920600164507	-0.155463686658264	0.0348588550665554
V181	0.696898591386684	-0.249177464153847	0.461542817438622	0.000977727128767345	0.00874123751986569	0.101072881547637	-0.211717025325072	-0.0202327282613657	-0.0448076866407495	-0.12357432677689
V182	0.242850438690831	-0.433933063935587	0.207223419253903	-0.0403271301114441	0.138594651579396	0.0330270127993708	-0.136286720989596	-0.182386455266425	-0.229153454894587	-0.0178050757500436
V183	0.665189331025142	0.164447768077969	0.322698010200027	0.247758602926242	-0.00871020934260801	-0.0387757497839533	0.0850431892476249	-0.353525678392535	-0.146498411686188	0.140559887076018
V184	0.311871567373845	-0.128552751124816	-0.00368347243133125	-0.132352944509111	-0.123938716249852	0.306347287836419	0.218126648925959	0.296283386775651	0.144236015966288	0.224113831045444
V185	0.0977793555125976	-0.19802127230221	-0.0504206791871907	-0.267471030049385	-0.283011451078634	0.0550162399334742	-0.00859690187972006	-0.0917185077396993	0.184441445517805	-0.341646252351026
V186	-0.025418402545385	0.303683031268789	0.0562469907029755	0.471052946546671	0.0170571744848501	-0.110289076713533	0.234264255755603	-0.0596459765634739	0.00584287621186044	0.0458912120554163
V187	0.127833608924175	-0.144161301035513	0.182507716338409	0.239305471453455	0.227604360417901	-0.240074544259974	-0.0296550243713165	0.104445676134971	-0.046546315931763	-0.0210408681179979
V188	0.0800191654729459	-0.165049755927211	0.419618960610379	-0.160933248413828	-0.102948973187713	0.0584474786764006	-0.162560401042852	-0.273025583829171	-0.0657339765447867	0.0153712235706153
V189	0.510310441802786	0.265708257094075	0.217344969233588	-0.297694865043111	0.070914666344067	-0.193843518096049	0.0352282377031988	0.193036022711181	0.0548099201980035	0.0720989526157389
V190	0.248004332054183	0.200502088733711	0.189598295896144	0.217047121842388	-0.0659136327885065	-0.14058749698551	0.0056453935560889	-0.310332698762287	-0.0122829650717427	-0.101910181590078
V191	0.56968410364134	0.676341533135116	0.121816673035801	0.0578251695712514	0.0857004152680496	-0.00467926957175162	-0.0755396009639616	-0.0462108165919751	0.0796911758392515	-0.0143788816583447
V192	0.215752939932993	0.0956708622457349	0.237701616145722	-0.240243891476899	0.492746793834532	-0.20040863798691	-0.0968325259542218	-0.114219831639895	0.0527420813432318	0.104839274638846
V193	0.213118996827564	-0.741677069122567	0.0130226621151072	-0.0215097258152455	-0.0753203524991614	-0.0652459504424482	0.167562739311975	0.125376678363364	0.103897594351279	0.172557239228986
V194	0.332951281800583	0.223981164618309	0.27173702077824	0.275801273757206	-0.00547441174323741	-0.119193213251209	0.11268525414751	0.133201148282645	-0.116532979933203	-0.0907426395042625
V195	0.340095515094145	0.364340109719713	0.381728659493788	0.100003722937396	0.431376479971369	-0.0907351072928998	-0.10600973835149	0.0265368579064961	-0.0843918749945958	0.119789694438482
V196	0.516030207486309	-0.045068238055383	0.254378962730358	-0.0377764192602954	0.072046759179801	0.139653400012966	-0.340630912451185	-0.0297872390828023	0.0525132357678355	-0.118491149688263
V197	0.234060817209919	-0.0290872820055321	0.0387365759068162	-0.0669472832913298	-0.135418980970694	-0.242127627899573	0.0276093633044194	-0.153128325566174	-0.0482459276678958	0.316701533937684
V198	0.42339057041478	-0.0278670760488247	0.367668554060792	-0.0450651991775349	-0.318496553119508	0.0171502277638038	-0.192281120081613	-0.0156715428378707	0.0836915839683338	-0.176695657553626
V199	0.54916127001054	0.462921822873307	0.359871471147502	-0.0416532666074545	0.216397092105052	-0.271600219495395	-0.107958969544529	-0.0635996284116304	0.170369798911568	0.0784967708867932
V200	0.345347705301046	0.559553999579628	-0.0492776824084181	-0.0947105587335013	0.315776587546332	-0.00344951684069653	-0.0362053022620861	-0.0388187356596691	0.0319512174216496	0.243735944475502
V201	0.346251554210156	0.555759745634857	-0.0487075835022291	-0.0990571006199483	0.314378552919254	-0.00645587532198041	-0.0347862917974975	-0.0391638012460908	0.0303790419537966	0.244005091333412
V202	0.147255404503164	-0.0805652695547382	0.265188209266532	-0.01914334312137	0.186669280523496	0.219439546919905	0.332664754004282	0.359230208286897	0.205993668554318	-0.0100637226093304
V203	0.422672087821358	0.193801402436703	-0.0871792529160872	0.0130222643072687	-0.128497791175687	0.206609740808089	-0.0138885392012546	0.0952504382729472	0.128323693174765	0.109084660870805
V204	0.660818991386075	-0.291991683748885	0.206657992494309	-0.225261427318906	0.0683723364041497	0.166104866194805	-0.0977533701397137	-0.0600701835866469	-0.0719561686219027	-0.381497005493915
V205	0.631951517018651	-0.300240752320924	0.199894561506049	-0.226448256858019	0.00241621147596386	0.0807724121530749	-0.199888236357478	0.0579565438073459	-0.0165558101283685	-0.321320911648432
V206	0.660818991386075	-0.291991683748885	0.206657992494309	-0.225261427318906	0.0683723364041497	0.166104866194805	-0.0977533701397137	-0.0600701835866469	-0.0719561686219027	-0.381497005493915
V207	0.631951517018651	-0.300240752320924	0.199894561506049	-0.226448256858019	0.00241621147596386	0.0807724121530749	-0.199888236357478	0.0579565438073459	-0.0165558101283685	-0.321320911648432
V208	0.525271055670784	-0.0526983578464726	0.156725731365222	-0.0611146251697052	0.0565953456526012	0.422781933001113	-0.10538251821524	0.160766070721853	0.253586841492646	-0.152656861808269
V209	0.512859824389427	0.424742661098901	0.0100242856658994	0.10925197040356	-0.172047739735087	-0.00300030165008865	0.110871321001035	0.0800055284045173	-0.153843357964626	-0.281878771085482
V210	0.266434136294159	-0.265101025732154	0.155814624132386	-0.0575420657735773	-0.00436019375752765	-0.126085374834974	-0.119582996986703	-0.0693880957130606	0.237385118089216	0.341742448080658
V211	0.490177629171157	0.308451420333736	0.0106111836707482	0.262555376849638	-0.210489121435536	-0.318811154147974	-0.168540356522657	0.235935907702763	-0.120422330967797	0.0746323727121732
V212	0.366996472698694	0.463105542392956	0.0208903273722528	0.191758599355559	-0.124576748430833	-0.0129893314878619	0.0861738565869761	0.00383702564517923	-0.0904092223690076	0.0898527689711188
V213	0.437078555058215	-0.0264325981809771	0.406361477094304	-0.182813530427584	0.290656968120923	0.214302026779051	-0.100356108437501	-0.275799354397502	-0.0160725439046173	-0.228894337694221
V214	0.356659553144292	0.17702223271132	-0.113818865459894	0.136661384809577	-0.107430088350905	-0.21328819250047	-0.246011705208301	-0.0763425414340341	0.0551470573491396	-0.262682325113435
V215	0.810066891369188	-0.307961759318696	0.078656144115088	-0.000222031193938117	-0.277998531347178	0.0511823301137635	-0.0197126097108947	0.0985460166974232	0.117038739910873	-0.139352583175461
V216	0.31768567140576	-0.167826721801209	-0.222705637685817	0.104476328840502	0.131424650778992	0.0450328668730327	-0.195092981386065	0.0698174756343545	0.293697402975722	0.105024020347314
V217	0.663405831937529	0.0469291445504536	-0.375133394678904	-0.328149383632889	-0.0650955798201215	0.247975662171093	0.261345686683341	-0.246749350175667	-0.0157879283973906	-0.0520197221807896
V218	0.663405831937529	0.0469291445504536	-0.375133394678904	-0.328149383632889	-0.0650955798201215	0.247975662171093	0.261345686683341	-0.246749350175667	-0.0157879283973906	-0.0520197221807896
V219	0.624184517875254	0.0401667527854746	-0.328111956219747	-0.36631301968664	0.0567225557897521	0.259438004383009	0.277275184541109	-0.227196833983062	-0.0593392682433289	-0.0686783174689919
V220	0.624184517875254	0.0401667527854746	-0.328111956219747	-0.36631301968664	0.0567225557897521	0.259438004383009	0.277275184541109	-0.227196833983062	-0.0593392682433289	-0.0686783174689919
V221	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V222	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V223	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V224	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V225	0.277243024894569	-0.328235347990658	0.23009868712433	0.270307353434971	-0.00669669082836368	-0.154505710064154	-0.0343175245716704	0.101934517258251	0.23695269392605	-0.176873104091967
V226	0.697801025676267	-0.313290752036803	-0.250983288725379	0.5246443302079	0.166680335297498	-0.0278628548634887	0.00609079936215777	-0.0342802464056669	-0.0414736673476157	-0.126813511855247
V227	0.549191214573538	0.0505985453475531	-0.116051261645143	-0.0962757163540165	-0.222368402916668	-0.18512579714423	-0.0785104034238535	0.167383709919893	0.151488876716987	0.124380902615263
V228	0.703775413914489	0.0251515073143073	-0.175103330693441	-0.393253170410569	-0.0258206507590337	0.219081354616449	0.404171065207926	-0.151120135092247	-0.0160232379931877	-0.0994292414291071
V229	0.703775413914489	0.0251515073143073	-0.175103330693441	-0.393253170410569	-0.0258206507590337	0.219081354616449	0.404171065207926	-0.151120135092247	-0.0160232379931877	-0.0994292414291071
V230	0.703775413914489	0.0251515073143073	-0.175103330693441	-0.393253170410569	-0.0258206507590337	0.219081354616449	0.404171065207926	-0.151120135092247	-0.0160232379931877	-0.0994292414291071
V231	0.701108460304734	0.019152380464607	-0.207731943103765	-0.433766590401924	-0.107597834069412	0.196301795489422	0.384261827443837	-0.157574902479295	-0.0444127712645365	-0.0840022352376555
V232	0.701108460304734	0.019152380464607	-0.207731943103765	-0.433766590401924	-0.107597834069412	0.196301795489422	0.384261827443837	-0.157574902479295	-0.0444127712645365	-0.0840022352376555
V233	0.701108460304734	0.019152380464607	-0.207731943103765	-0.433766590401924	-0.107597834069412	0.196301795489422	0.384261827443837	-0.157574902479295	-0.0444127712645365	-0.0840022352376555
V234	0.701108460304734	0.019152380464607	-0.207731943103765	-0.433766590401924	-0.107597834069412	0.196301795489422	0.384261827443837	-0.157574902479295	-0.0444127712645365	-0.0840022352376555
V235	0.716090692977694	-0.00384680862758936	-0.249765837016543	-0.421585370511228	-0.085793584322536	0.202250877982434	0.332879665966529	-0.164824445091778	-0.00166700616726904	-0.12129052818159
V236	0.716090692977694	-0.00384680862758936	-0.249765837016543	-0.421585370511228	-0.085793584322536	0.202250877982434	0.332879665966529	-0.164824445091778	-0.00166700616726904	-0.12129052818159
V237	0.716090692977694	-0.00384680862758936	-0.249765837016543	-0.421585370511228	-0.085793584322536	0.202250877982434	0.332879665966529	-0.164824445091778	-0.00166700616726904	-0.12129052818159
V238	0.716090692977694	-0.00384680862758936	-0.249765837016543	-0.421585370511228	-0.085793584322536	0.202250877982434	0.332879665966529	-0.164824445091778	-0.00166700616726904	-0.12129052818159
V239	0.516882536386104	0.103851206427218	-0.119908563723565	-0.0875610260379046	-0.224296609592937	0.0204477049235658	0.0326284022157685	-0.089267641561073	-0.0186247045442055	-0.141698408130579
V240	0.684039910892237	-0.299192619988286	-0.27239873683004	0.514362766126805	0.219978255538669	-0.0353717563533153	0.0490813013897959	-0.0537677938737765	-0.0332274209606677	-0.132407750186713
V241	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V242	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V243	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V244	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V245	0.666972556069136	-0.286674093513236	-0.285633065497673	0.529060978505378	0.235738428057377	-0.0287756032817694	0.067175255347594	-0.0525301001480273	-0.0444530523238786	-0.0967691250455252
V246	0.666972556069136	-0.286674093513236	-0.285633065497673	0.529060978505378	0.235738428057377	-0.0287756032817694	0.067175255347594	-0.0525301001480273	-0.0444530523238786	-0.0967691250455252
V247	0.666972556069136	-0.286674093513236	-0.285633065497673	0.529060978505378	0.235738428057377	-0.0287756032817694	0.067175255347594	-0.0525301001480273	-0.0444530523238786	-0.0967691250455252
V248	0.666972556069136	-0.286674093513236	-0.285633065497673	0.529060978505378	0.235738428057377	-0.0287756032817694	0.067175255347594	-0.0525301001480273	-0.0444530523238786	-0.0967691250455252
V249	0.676599883307242	-0.307662525374446	-0.270221482433307	0.515919436878182	0.221658876455024	-0.0259814244020276	0.0738188764492766	-0.0602826991819448	-0.0319475580374442	-0.113632351704135
V250	0.684171606125996	-0.0879441021382133	-0.284881358065701	-0.221392831024556	-0.0364135348659755	-0.365746628287572	0.101886750639718	0.0504142421435573	-0.101822712331286	0.0841568988612237
V251	0.684171606125996	-0.0879441021382133	-0.284881358065701	-0.221392831024556	-0.0364135348659755	-0.365746628287572	0.101886750639718	0.0504142421435573	-0.101822712331286	0.0841568988612237
V252	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V253	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V254	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V255	0.673932418563387	-0.31204126748119	-0.281751998809753	0.511131816341441	0.217863913582529	-0.011916934669014	0.058870501679346	-0.0577252344901076	-0.0435438617042786	-0.144343227394499
V256	0.583966919457353	0.186803440337978	0.3240307683233	-0.0432107698945344	-0.372575398475996	-0.176731412542574	0.242469728155873	0.222707699225307	-0.0720382105321438	-0.202182752262305
V257	0.583966919457353	0.186803440337978	0.3240307683233	-0.0432107698945344	-0.372575398475996	-0.176731412542574	0.242469728155873	0.222707699225307	-0.0720382105321438	-0.202182752262305
V258	0.583966919457353	0.186803440337978	0.3240307683233	-0.0432107698945344	-0.372575398475996	-0.176731412542574	0.242469728155873	0.222707699225307	-0.0720382105321438	-0.202182752262305
V259	0.583966919457353	0.186803440337978	0.3240307683233	-0.0432107698945344	-0.372575398475996	-0.176731412542574	0.242469728155873	0.222707699225307	-0.0720382105321438	-0.202182752262305
V260	0.254240217470452	0.129405388716771	0.16389779651339	0.0344862726244323	0.0143493862268163	0.101350324278714	0.0790275425892261	-0.042585484865685	0.39533188376965	-0.204107464782659
V261	0.234187707117864	0.0877423195804603	0.302463552805811	-0.231852266790939	0.455796383272113	0.0148300142143193	0.22637181389685	0.172795703524004	0.233986784824954	0.106152823122703
V262	0.452210808767154	-0.221396917314124	0.451402980302854	-0.096134942706708	-0.150078133347911	0.327673711226523	-0.346964214688261	0.0438216829891217	-0.0383202318879697	0.000269412711390962
V263	0.0745852736415037	-0.497459424314581	0.562316248927839	0.0380098758723424	0.0675749004406543	0.115852806787182	0.29857824793698	-0.242155116387915	0.00498447437717479	0.215061257346457
V264	0.144816527421253	0.103895101082479	0.0248278571156735	0.46571292838187	-0.501123666614919	0.340623179373799	-0.184381838351117	-0.119817093001882	-0.00963087213312611	0.271736166254086
V265	0.144816527421253	0.103895101082479	0.0248278571156735	0.46571292838187	-0.501123666614919	0.340623179373799	-0.184381838351117	-0.119817093001882	-0.00963087213312611	0.271736166254086
V266	0.144816527421253	0.103895101082479	0.0248278571156735	0.46571292838187	-0.501123666614919	0.340623179373799	-0.184381838351117	-0.119817093001882	-0.00963087213312611	0.271736166254086
V267	0.563554646726989	0.170991182748286	-0.176818412184824	0.00698921945850632	0.12571531626947	0.227752152535604	-0.167478734639077	0.117025780149494	-0.054663503682695	-0.151371843338423
V268	0.672207533954897	0.159758451026756	0.557417977969976	0.0914373620088312	0.0539058333643738	-0.0170228136035398	-0.0665141181176092	-0.24783056853785	0.0317229573723789	0.119799598360407
V269	0.56330027477596	0.15788257108774	-0.117743021686436	-0.0939002040732991	-0.0441133350121317	0.0843127096356127	0.0578889280901721	-0.148675093347465	0.0526377443755153	-0.0551248208738158
V270	0.285616513774261	-0.249644546973633	-0.0894402371295757	-0.0473036510696866	-0.115188015071193	-0.0109649359771334	-0.242011620601228	-0.215775632270356	-0.355800545694441	-0.0104501882812954
V271	0.753295139542561	0.284687408729276	-0.0978581484910654	-0.0205398841370571	0.0465564362061292	-0.219332938564331	0.0168712962969359	0.156890978281148	0.138447312110997	0.163394479562647
V272	0.741356373593318	-0.232177933390044	0.237565082206299	0.10049390158655	-0.0472742402197154	-0.0260696753044415	-0.0236070875725564	-0.0468213778587651	-0.209221005496078	0.151608403545185
V273	0.452112050416776	0.276324072024238	-0.213979497025336	-0.0952503320687255	-0.107425646971249	-0.19383795673212	-0.0964804019388953	-0.151915650180881	-0.134329923089996	0.168648865664623
V274	0.668257383600955	0.249638117881447	0.254017195315388	0.200886880443864	-0.0873995811603031	0.0500620423508584	-0.115643361169064	-0.196659028981571	-0.140894405468819	-0.105829012026393
V275	0.316613990225458	-0.363772445058002	0.118349806432447	0.0186395258669309	0.318693588683237	0.291499234137741	-0.166852334143503	0.0706817723322467	-0.206837979819664	0.167598893787375
V276	0.473802881646043	0.000825599786340708	0.278289794579333	0.137805045622748	-0.287373066379365	0.151985019742832	0.226964273063469	0.215034076038891	-0.0723137486657213	-0.0289711215472858
V277	0.588190592106011	-0.0906114055526639	0.254326791544257	0.0674217952590028	-0.112720423766586	0.0420945141371894	-0.177528437032605	0.0308635687968117	0.195865716461931	-0.0925200157059478
V278	0.334599990228907	-0.329379534617426	0.196790657582582	0.103937853164839	-0.168433687253925	0.0795596273227245	-0.311218084775521	-0.202973745106159	-0.0361739921050917	0.0977969230595151
V279	0.652282541091349	0.332983619977739	-0.214173229428597	-0.0314121623908052	-0.300157712231054	0.124834436885802	-0.232026050201361	-0.071544863647558	-0.132386591820789	-0.0303407546788548
V280	0.723375820464857	0.0441230400845143	0.244610742974148	0.122980915488267	-0.142976485902402	-0.121216248820645	0.282991711650115	0.129214069421079	-0.108150458359421	-0.041969649327914
V281	0.556982554988761	0.049353837183804	0.11815240065625	-0.162981266735416	-0.0894980813095509	-0.0162658871279307	-0.045119574083043	-0.0133812349951307	-0.011234365425522	0.0816228008178448
V282	0.251968193049104	0.0170710047411491	0.273607219135705	0.368926320062945	-0.298901745819292	0.263757489004096	0.0324804905788947	-0.0774181336489244	-0.0636453150019698	0.186302718134777
V283	0.268774830571615	0.403569654721631	-0.129501851424474	0.152854369973815	0.278159393143855	0.36568390424835	0.346617763346314	0.450559637886297	-0.178912697264072	0.233317572190754
V284	0.268774830571615	0.403569654721631	-0.129501851424474	0.152854369973815	0.278159393143855	0.36568390424835	0.346617763346314	0.450559637886297	-0.178912697264072	0.233317572190754
V285	0.268774830571615	0.403569654721631	-0.129501851424474	0.152854369973815	0.278159393143855	0.36568390424835	0.346617763346314	0.450559637886297	-0.178912697264072	0.233317572190754
V286	0.268774830571615	0.403569654721631	-0.129501851424474	0.152854369973815	0.278159393143855	0.36568390424835	0.346617763346314	0.450559637886297	-0.178912697264072	0.233317572190754
V287	0.268774830571615	0.403569654721631	-0.129501851424474	0.152854369973815	0.278159393143855	0.36568390424835	0.346617763346314	0.450559637886297	-0.178912697264072	0.233317572190754
V288	0.268774830571615	0.403569654721631	-0.129501851424474	0.152854369973815	0.278159393143855	0.36568390424835	0.346617763346314	0.450559637886297	-0.178912697264072	0.233317572190754
V289	0.382821325555282	-0.0992096353750288	0.114643415531456	0.202158083545848	-0.419820412512199	0.190767536790524	0.0567758706549361	-0.00818226801826578	0.239647144072551	-0.146604617949772
V290	0.240960811395104	0.122141213256655	-0.067947994638403	-0.0232039489421483	0.10701563702106	-0.172081114553641	0.180630613342606	-0.134023790346623	-0.125621624362399	0.255448113690946
V291	0.408202927279075	0.220209976594279	0.217537218475769	-0.0720392562153373	0.0459308843883957	0.154374281405216	-0.111502025562806	0.0702381103198351	-0.174298580524508	0.156292221217478
V292	0.562598481504048	-0.181829557562746	0.226463283951727	0.0975080485167296	0.0736188698677541	0.214715342755364	0.0333070925633756	0.129830895047202	0.301284678896384	-0.00595174174939419
V293	0.731923165296035	-0.489823910659102	-0.00109141231942508	-0.0382757631999755	-0.158849437639249	0.134111046093558	-0.101463187916535	0.149252191732174	0.00766747173283531	0.087960108246804
V294	0.242847738358172	0.205395509769094	-0.143508082506823	-0.208544971372133	-0.0149271374287916	-0.31838336518618	0.119925593812368	-0.0480021651020484	0.377143565911393	-0.119771701847531
V295	0.228258997852173	-0.0943448996701451	0.165333455758236	0.0659079496609058	0.277826899099294	0.235636984330829	-0.0630703337358565	0.187631365587912	-0.0675036770383797	-0.0659631633101193
V296	0.236235176761156	0.188629244064297	0.242210926197164	-0.198056360606261	0.209670727968491	0.227503180748732	-0.131207951358335	-0.0306045095746298	0.0291156665427862	-0.10047741027626
V297	0.191109569560031	-0.2145443598501	-0.0954640118720079	0.454282775492077	-0.346260502812828	-0.277473593853657	0.156511673776008	0.0900346958375552	0.325738129016093	0.0385489349337595
V298	0.191109569560031	-0.2145443598501	-0.0954640118720079	0.454282775492077	-0.346260502812828	-0.277473593853657	0.156511673776008	0.0900346958375552	0.325738129016093	0.0385489349337595
V299	0.191109569560031	-0.2145443598501	-0.0954640118720079	0.454282775492077	-0.346260502812828	-0.277473593853657	0.156511673776008	0.0900346958375552	0.325738129016093	0.0385489349337595
V300	0.259234253422255	0.321540938119999	0.192709034012686	0.144638754601369	0.0706028238656571	-0.114467103268291	-0.064386417660918	0.109257014058049	-0.117662577837836	0.0408270797335301
V301	0.500129295802654	0.0507350058101247	-0.0182451496147832	-0.260740506499574	0.343959475750744	-0.0726487700309164	0.0832812779613707	-0.039916106348444	0.279197667219959	0.0713375856001826
V302	0.107496788634438	-0.00235662230635831	0.0242564125415838	0.250557007089174	0.1356095076136	0.00110436199760313	-0.0553537114277951	-0.158417173791254	-0.155873203229959	0.00107648181876927
V303	0.284236749153666	-0.151454051575723	-0.14074377030912	0.0942834728603675	-0.313963673032815	0.02440506882444	0.0159305016400929	0.225653225831625	0.233304816730781	0.219502006829604
V304	0.383264566063544	0.0426301069163942	0.151667277018879	-0.0179986887958454	0.479405910641164	0.138169754701161	-0.15677806898594	-0.140673828054107	-0.142676429239951	-0.0365008837871659
V305	0.391728071750618	0.308924200559107	0.110889310289227	0.344237213603964	0.0502490605638357	0.194039497352607	-0.0816260067378685	0.0877956110418608	0.0536357148048538	-0.11204792500924
